hub,intervention_type,donor,report_date,distribution_date,planned_implemented,activity,regularity,duration_assistance,quantity,unit,families,beneficiaries,rapid_assessment,governorate,district,sub_district,site,village_camps,camp_name,reception_centre_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,location_pcode,location_type,longitude_x,latitude_y,partner_code
NWS,Earthquake,Arche Nova,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,60,300,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Hamza 3 camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Arche Nova,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,34,170,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Alkarm camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Arche Nova,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,102,510,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Hamza 2 camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Arche Nova,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,23,115,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Alslam camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Arche Nova,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,52,260,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Kojaman camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,World Vision,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,120,600,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Alhadika camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,World Vision,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,37,185,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Alnadi camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,World Vision,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,81,405,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Albaraka camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,World Vision,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,52,260,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Abdo Hamdo camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,World Vision,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,14,70,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Ajnadin camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,World Vision,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,102,510,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Waddah camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,World Vision,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,34,170,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Rahmat camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Arche Nova,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,9,45,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Ajnadin camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Arche Nova,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,60,300,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Waddah camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Arche Nova,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,212,1060,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Rahmat camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Arche Nova,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,41,205,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Ajnadin camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Arche Nova,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,41,205,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Ajnadin camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Arche Nova,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,62,310,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Waddah camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Arche Nova,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,62,310,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Waddah camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,1,5,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,al majed,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,1,5,Yes,Aleppo,Jebel Saman,Atareb,Atareb,In the Village,Atareb,NA,SY02,SY0200,SY020001,C1022,C1022,Community,36.828382,36.137884,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,1,5,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Village,Al Bab,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,CBR-041
NWS,Earthquake,Private Donor,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,20,KG,172,809,Yes,Idleb,Harim,Dana,Dana (Dana),In the Village,NA,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,Private Donor,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,3,20,KG,295,874,Yes,Idleb,Harim,Salqin,Salqin,In the Village,NA,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,9,45,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Kalbeit School,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,20,100,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Bader Al-Hos,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,6,30,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Al-Forjah,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,24,120,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Almansor Camp,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,87,435,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,AL-Jehad,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,26,130,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,halab labbeh,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,6,30,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,shohadaa al janoob,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,2,10,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Saeed,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,1,5,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,lastom wahdkom camp BE,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,5,25,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Nahn Oma,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,10,50,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Sar Jableh,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,1,5,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Al-Qnbtrat,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,1,5,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Al-amal Camp,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,6,30,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Al Sultan,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,5,25,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Al Qalaa,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,1,5,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,taybeh al imam,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,2,10,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Dar Hamood BE,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,1,5,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Al Barake BE,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,2,10,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Sawad Al Ikhaa,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,4,20,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Al-Akhdar Green,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,1,5,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Sanabel Al Khair,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,14,70,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Al Nasser camp BE,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,1,5,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Khattab Camp,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,3,15,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Dameet Nazeh,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,78,390,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Afimya Camp BE,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,492,2460,Yes,Idleb,Harim,Dana,Burdaqly,In the Village,Burdaqly,NA,SY07,SY0703,SY070301,C6693,C6693,Community,36.73179,36.21333,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,12,60,Yes,Idleb,Harim,Dana,Termanin,In the Village,Termanin,NA,SY07,SY0703,SY070301,C4125,C4125,Community,36.815206,36.228402,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,2,10,Yes,Idleb,Harim,Dana,Dana (Dana),In the Village,Tal Elkarameh,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,2,10,Yes,Idleb,Harim,Dana,Deir Hassan - Darhashan,In the Village,Deir Hassan - Darhashan,NA,SY07,SY0703,SY070301,C4129,C4129,Community,36.762754,36.233725,NA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,17,85,Yes,Idleb,Harim,Dana,Dana (Dana),In the Village,Dana,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,Private donor,2023-03-04T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1.5,KG,150,750,Yes,Aleppo,Al Bab,Al Bab,Qabasin,In the Camp,Nusaibin camp,NA,SY02,SY0202,SY020200,C1209,C1209,Community,37.566282,36.433731,NA
NWS,Earthquake,Private donor,2023-03-04T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1.5,KG,130,650,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Camp,Al Nahda Neighbourhood,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,NA
NWS,Earthquake,Private donor,2023-03-04T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1.5,KG,20,100,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Camp,Rufaqa camp,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,NA
NWS,Earthquake,Muslim Aid,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,96,480,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Rahmat camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Muslim Aid,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,80,400,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Rahmat camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Muslim Aid,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,155,775,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Waddah camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Muslim Aid,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,105,525,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Rahmat camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Muslim Aid,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,95,475,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Azaz camps,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Muslim Aid,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,166,830,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Rahmat camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Muslim Aid,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,81,405,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Waddah camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Muslim Aid,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,18,90,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Rahmat camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Muslim Aid,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,77,385,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Alamal 3 camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Muslim Aid,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,9,45,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Waddah camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Muslim Aid,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,100,500,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Rahmat camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Muslim Aid,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,43,215,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Waddah camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,57,285,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Camp,Bazagha camp,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,0,0,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Camp,Olan camp,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,27,135,Yes,Aleppo,Jebel Saman,Atareb,Atareb,In the Village,Atareb,NA,SY02,SY0200,SY020001,C1022,C1022,Community,36.828382,36.137884,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,64,320,Yes,Aleppo,Jebel Saman,Atareb,Kafr Naseh Elatareb,In the Village,Kafr Naseh Atareb,NA,SY02,SY0200,SY020001,C1036,C1036,Community,36.788264,36.135897,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,45,225,Yes,Aleppo,Jebel Saman,Atareb,Abzemo,In the Village,Abzimo,NA,SY02,SY0200,SY020001,C1030,C1030,Community,36.86464,36.165468,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,22,110,Yes,Aleppo,Jebel Saman,Atareb,Tuwama,In the Village,Tuwama,NA,SY02,SY0200,SY020001,C1020,C1020,Community,36.809482,36.194153,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,79,395,Yes,Aleppo,Jebel Saman,Atareb,Kafr Amma,In the Village,Kafr Amma,NA,SY02,SY0200,SY020001,C1033,C1033,Community,36.87354,36.140941,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,29,145,Yes,Aleppo,Jebel Saman,Atareb,Kafr Karmin,In the Village,Kafr Karmin,NA,SY02,SY0200,SY020001,C1035,C1035,Community,36.791893,36.163135,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,19,95,Yes,Aleppo,Jebel Saman,Atareb,Jeineh,In the Village,Jeineh,NA,SY02,SY0200,SY020001,C1032,C1032,Community,36.801449,36.117087,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,13,65,Yes,Aleppo,Jebel Saman,Atareb,Sahara,In the Village,Sahara,NA,SY02,SY0200,SY020001,C1023,C1023,Community,36.842719,36.183161,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,3,15,Yes,Aleppo,Jebel Saman,Daret Azza,Zarzita,In the Village,Zarzeta,NA,SY02,SY0200,SY020004,C1138,C1138,Community,36.799957,36.293383,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,48,240,Yes,Aleppo,Jebel Saman,Daret Azza,Daret Azza,In the Village,Daret Azza,NA,SY02,SY0200,SY020004,C1139,C1139,Community,36.851091,36.285021,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,1,5,Yes,Aleppo,Jebel Saman,Daret Azza,Kafrantin,In the Village,Kafrantin,NA,SY02,SY0200,SY020004,C1149,C1149,Community,36.883094,36.300251,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,1,5,Yes,Aleppo,Jebel Saman,Daret Azza,Deir Samaan,In the Village,Der Saman,NA,SY02,SY0200,SY020004,C6766,C6766,Community,36.83597,36.324655,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,3,15,Yes,Aleppo,Jebel Saman,Daret Azza,Tqad,In the Village,Tqad,NA,SY02,SY0200,SY020004,C1143,C1143,Community,36.870475,36.197207,CBR-041
