hub,intervention_type,donor,report_date,distribution_date,planned_implemented,activity,regularity,duration_assistance,quantity,unit,families,beneficiaries,rapid_assessment,governorate,district,sub_district,site,village_camps,camp_name,reception_centre_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,location_pcode,location_type,longitude_x,latitude_y,partner_code
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,53,265,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Village,Al Bab,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,6,30,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Village,Tadaf camp,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,3,15,Yes,Aleppo,Al Bab,Al Bab,Abu Zendin,In the Village,Abu Zendin,NA,SY02,SY0202,SY020200,C8126,C8126,Community,37.4605,36.330935,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,1,5,Yes,Aleppo,Al Bab,Al Bab,Brat,In the Village,Brat,NA,SY02,SY0202,SY020200,C8149,C8149,Community,37.462835,36.384755,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,26,130,Yes,Aleppo,Al Bab,Al Bab,Bazagha,In the Village,Bazagha,NA,SY02,SY0202,SY020200,C1188,C1188,Community,37.5661,36.383375,CBR-041
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,100,500,Yes,Aleppo,Afrin,Ma'btali,Amiriya - Meirkan,In the Village,Amiriya - Meirkan,NA,SY02,SY0203,SY020306,C1543,C1543,Community,36.715722,36.537453,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,100,500,Yes,Aleppo,Afrin,Ma'btali,Bermaja,In the Village,Bermaja,NA,SY02,SY0203,SY020306,C1535,C1535,Community,36.702038,36.549478,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,150,750,Yes,Aleppo,Afrin,Ma'btali,Kantara Ma'abatli,In the Village,Kantara Ma'abatli,NA,SY02,SY0203,SY020306,C7522,C7522,Community,36.72849,36.562487,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,29,145,Yes,Aleppo,Afrin,Jandairis,Dakhm,In the Village,Dakhm,NA,SY02,SY0203,SY020302,C1423,C1423,Community,36.741218,36.437599,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,35,175,Yes,Aleppo,Afrin,Jandairis,Jum Afrin,In the Village,Jum Afrin,NA,SY02,SY0203,SY020302,C1421,C1421,Community,36.713316,36.451901,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,300,1500,Yes,Aleppo,Afrin,Ma'btali,Ma'btali,In the Village,Ma'btali,NA,SY02,SY0203,SY020306,C1552,C1552,Community,36.736791,36.563264,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,35,175,Yes,Aleppo,Afrin,Jandairis,Ramadiyeh (Jandairis),In the Village,Ramadiyeh,NA,SY02,SY0203,SY020302,C1422,C1422,Community,36.745457,36.399148,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,30,150,Yes,Aleppo,Afrin,Jandairis,Ras Elosud - Qarablish,In the Village,Ras Elosud - Qarablish,NA,SY02,SY0203,SY020302,C1429,C1429,Community,36.761754,36.472883,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,45,225,Yes,Aleppo,Afrin,Jandairis,Upper Maskeh,In the Village,Upper Maskeh,NA,SY02,SY0203,SY020302,C1444,C1444,Community,36.693584,36.45517,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,175,875,Yes,Aleppo,Afrin,Jandairis,Kafr Safra,In the Village,Kafr Safra,NA,SY02,SY0203,SY020302,C1449,C1449,Community,36.66183,36.427593,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,250,1250,Yes,Aleppo,Afrin,Jandairis,Deir Ballut,In the Village,Deir Ballut,NA,SY02,SY0203,SY020302,C1435,C1435,Community,36.664883,36.339706,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-02-28T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,110,550,Yes,Aleppo,Afrin,Jandairis,Koran Jandris,In the Village,Koran Jandris,NA,SY02,SY0203,SY020302,C1447,C1447,Community,36.673392,36.43962,CBR-044
NWS,Earthquake,Private donor,2023-03-02T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.4,KG,75,412,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,NA,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,Private donor,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,240,1200,Yes,Idleb,Harim,Harim,Besnaya - Bseineh,In the Village,Almallab - TS Center,NA,SY07,SY0703,SY070300,C4116,C4116,Community,36.490048,36.177439,CBR-037
NWS,Earthquake,Save the children,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,62,310,Yes,Idleb,Idleb,Idleb,Idleb,In the Village,Alataa camp,NA,SY07,SY0700,SY070000,C3871,C3871,Community,36.635276,35.929008,CBR-037
NWS,Earthquake,Save the children,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,90,450,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,Dar Alwhi camp,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-037
NWS,Earthquake,World Vision,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,55,275,Yes,Idleb,Harim,Harim,Harim,In the Camp,Almallab TS Ceter,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,CBR-037
NWS,Earthquake,World Vision,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,89,445,Yes,Idleb,Harim,Harim,Harim,In the Village,Ommahat Almominin extention,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,CBR-037
NWS,Earthquake,World Vision,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,25,125,Yes,Idleb,Harim,Harim,Harim,In the Village,Alezza -TS Center,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,CBR-037
NWS,Earthquake,Save the children,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,415,2075,Yes,Idleb,Harim,Harim,Harim,In the Village,Alzeraa -TS Center,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,CBR-037
NWS,Earthquake,Children Street,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,152,760,Yes,Idleb,Harim,Harim,Harim,In the Village,Ajami camp,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,CBR-037
NWS,Earthquake,Save the children,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,502,2510,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,Betya camp,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-037
NWS,Earthquake,Save the children,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,123,615,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,Bin Saree village camp,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-037
NWS,Earthquake,Save the children,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,301,1505,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,Souq ALhal camp,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-037
NWS,Earthquake,World Vision,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,68,340,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,Dar Alwahi camp,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-037
NWS,Earthquake,World Vision,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,63,315,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,Iqraa Camp,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-037
NWS,Earthquake,World Vision,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,87,435,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,Garden Camp,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-037
NWS,Earthquake,World Vision,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,105,525,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,Aljammeya camp extention,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-037
NWS,Earthquake,World Vision,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,38,190,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,Alfarokia,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-037
NWS,Earthquake,Save the children,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,69,345,Yes,Idleb,Harim,Salqin,Salqin,In the Village,Al Ber Camp,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-037
NWS,Earthquake,Save the children,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,108,540,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,Al Ber Camp,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-037
NWS,Earthquake,Save the children,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,108,540,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,Sayed Khalil camps,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-037
NWS,Earthquake,Save the children,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,98,490,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,Darat Izza - Al Senaa camp,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-037
NWS,Earthquake,BHA,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,195,975,Yes,Aleppo,Jebel Saman,Daret Azza,Daret Azza,In the Camp,Salqin - Al Atahad camp,NA,SY02,SY0200,SY020004,C1139,C1139,Community,36.851091,36.285021,CBR-037
NWS,Earthquake,BHA,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,119,595,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,Salqin - Al Zetan camp,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-037
NWS,Earthquake,BHA,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,17,85,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,Salqin - Al Saed kalil camp,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-037
NWS,Earthquake,BHA,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,17,85,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,Al Hamzia,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-037
NWS,Earthquake,BHA,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,453,2265,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,Salqin - Al Kosor camp,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-037
NWS,Earthquake,BHA,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,345,1725,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,Al Tamyiiz camp,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-037
NWS,Earthquake,Arche Nova,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,256,1280,Yes,Aleppo,Afrin,Bulbul,Bulbul,In the Camp,Al Amal camp,NA,SY02,SY0203,SY020301,C1391,C1391,Community,36.819347,36.769656,CBR-037
NWS,Earthquake,Arche Nova,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,178,890,Yes,Aleppo,Afrin,Sharan,Sharan (Sharan),In the Camp,Al Sawamie camp,NA,SY02,SY0203,SY020304,C1497,C1497,Community,36.9416,36.621308,CBR-037
NWS,Earthquake,Arche Nova,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,67,335,Yes,Aleppo,Afrin,Sharan,Sharan (Sharan),In the Camp,Zahret Alrabie camp,NA,SY02,SY0203,SY020304,C1497,C1497,Community,36.9416,36.621308,CBR-037
NWS,Earthquake,Arche Nova,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,25,KG,55,275,Yes,Aleppo,Afrin,Sharan,Sharan (Sharan),In the Camp,Jindires- Ajnadin camp,NA,SY02,SY0203,SY020304,C1497,C1497,Community,36.9416,36.621308,CBR-037
NWS,Earthquake,Mercy Without Limits (MWL),2023-03-03T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Cooked Meals,NA,1,4,KG,75,650,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Village,مخيم الرحمة,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-03-03T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Cooked Meals,NA,1,1,KG,130,575,N/A,Idleb,Harim,Harim,Harim,In the Village,Harim / مركز إيواء الملعب,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-03-03T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Cooked Meals,NA,1,1,KG,60,290,N/A,Idleb,Harim,Harim,Harim,In the Village,Harim / مركز دار الوحي,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-03-03T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Free Bread Distribution,NA,1,4,KG,75,650,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Village,مخيم الرحمة,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-03-03T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Free Bread Distribution,NA,1,1,KG,130,575,N/A,Idleb,Harim,Harim,Harim,In the Village,Harim / مركز إيواء الملعب,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-03-03T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Free Bread Distribution,NA,1,1,KG,60,290,N/A,Idleb,Harim,Harim,Harim,In the Village,Harim / مركز دار الوحي,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,SCI,2023-02-28T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Cash Response,One Off Distribution,30,150,USD,50,250,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,Tajamou Al-Amal 1,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-005
NWS,Earthquake,SCI,2023-02-28T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Cash Response,One Off Distribution,30,150,USD,78,390,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,Tajamou Al-Amal 2,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-005
NWS,Earthquake,SCI,2023-02-28T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Cash Response,One Off Distribution,30,150,USD,211,1055,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,Tajamou Al-Sala,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-005
NWS,Earthquake,SCI,2023-02-28T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Cash Response,One Off Distribution,30,150,USD,26,130,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,Tajamou Al-ismant,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-005
NWS,Earthquake,SCI,2023-02-28T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Cash Response,One Off Distribution,30,150,USD,31,155,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,حديقة ألعاب النيروز 511,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-005
NWS,Earthquake,SCI,2023-02-28T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Cash Response,One Off Distribution,30,150,USD,118,590,Yes,Aleppo,Afrin,afrin,Afrin (Afrin),In the Camp,Al-Naher Camp,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-005
NWS,Earthquake,Private donor,2023-03-04T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,1.5,KG,150,750,Yes,Aleppo,Al Bab,Al Bab,Qabasin,In the Camp,Nusaibin camp,NA,SY02,SY0202,SY020200,C1209,C1209,Community,37.566282,36.433731,NA
NWS,Earthquake,Private donor,2023-03-04T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,1.5,KG,130,650,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Camp,Al Nahda Neighbourhood,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,NA
NWS,Earthquake,Private donor,2023-03-04T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,1.5,KG,20,100,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Camp,Rufaqa camp,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,NA
NWS,Earthquake,Private donor,2023-03-06T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,3,KG,203,609,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,NA,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,210,1050,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,Alshabiba Camp,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,56,280,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,Khirba Nidda,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,44.64,KG,240,1200,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,Alewaa,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,CBR-044
NWS,Earthquake,Private donor,2023-03-04T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1.5,KG,150,750,Yes,Aleppo,Al Bab,Al Bab,Qabasin,In the Camp,Nusaibin camp,NA,SY02,SY0202,SY020200,C1209,C1209,Community,37.566282,36.433731,NA
NWS,Earthquake,Private donor,2023-03-04T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1.5,KG,130,650,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Camp,Al Nahda Neighbourhood,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,NA
NWS,Earthquake,Private donor,2023-03-04T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1.5,KG,20,100,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Camp,Rufaqa camp,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,NA
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,500,2500,Yes,Aleppo,Jarablus,Jarablus,Jarablus,In the Camp,Al-Kusa Ataa Al Kusa Camp,NA,SY02,SY0208,SY020800,C2227,C2227,Community,38.009919,36.814478,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,300,1500,Yes,Aleppo,Jarablus,Jarablus,Jarablus,In the Camp,Al-Kusa bunyan Al-Kusa Camp,NA,SY02,SY0208,SY020800,C2227,C2227,Community,38.009919,36.814478,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,32,160,Yes,Aleppo,Jarablus,Jarablus,Jarablus,In the Camp,Al-Kusa bunyan Al-Kusa3 Camp,NA,SY02,SY0208,SY020800,C2227,C2227,Community,38.009919,36.814478,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,50,250,Yes,Aleppo,Jarablus,Jarablus,Jarablus,In the Camp,Alsalam-Camp,NA,SY02,SY0208,SY020800,C2227,C2227,Community,38.009919,36.814478,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,63,315,Yes,Aleppo,Afrin,Jandairis,Lower-Marwana,In the Village,Lower-Marwana,NA,SY02,SY0203,SY020302,C6399,C6399,Community,36.595009,36.420437,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,170,850,Yes,Aleppo,Afrin,Jandairis,Haj Eskandar,In the Village,Haj Eskandar,NA,SY02,SY0203,SY020302,C1420,C1420,Community,36.639718,36.376542,CBR-044
NWS,Earthquake,WFP,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Implemented,High Energy Biscuits,One Off Distribution,5,10,KG,210,1050,Yes,Aleppo,Afrin,Jandairis,Jalma (Jandairis),In the Village,Jalma,NA,SY02,SY0203,SY020302,C1424,C1424,Community,36.770047,36.357144,CBR-044
NWS,Earthquake,Action for Humanity,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,12,KG,100,500,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,Aleman,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,Action for Humanity,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,12,KG,110,634,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,Aleman 2,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,Action for Humanity,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,12,KG,56,234,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,NA,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,Action for Humanity,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,12,KG,149,654,Yes,Aleppo,Afrin,Jandairis,Kafr Safra,In the Village,Alamal,NA,SY02,SY0203,SY020302,C1449,C1449,Community,36.66183,36.427593,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-03-04T00:00:00Z,2023-03-02T00:00:00Z,Implemented,Cooked Meals,NA,1,1,KG,125,475,N/A,Idleb,Harim,Harim,Harim,In the Village,Harim / مركز بيوت الخير,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-03-04T00:00:00Z,2023-03-02T00:00:00Z,Implemented,Cooked Meals,NA,1,1,KG,65,285,N/A,Idleb,Harim,Harim,Harim,In the Village,Harim / مركز الرامة,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
